umur,lama_berlangganan,tagihan_bulanan,jumlah_keluhan,jumlah_login,paket_premium,churn
67,62,1108320,13,103,0,1
34,22,732457,3,214,0,1
54,40,131528,8,76,0,1
29,26,603411,13,25,0,1
23,5,498169,8,229,1,1
39,54,750016,13,192,1,1
49,49,710522,7,102,0,1
58,3,284887,10,204,1,1
37,38,1469841,14,259,1,1
18,14,1390497,4,232,0,1
64,47,1432736,13,50,0,1
23,14,506464,6,130,0,1
36,38,510492,11,65,0,1
35,64,720832,8,201,0,1
23,44,1297003,2,283,0,1
62,70,1098179,3,299,1,0
50,65,645817,1,145,1,0
40,25,267086,8,257,0,1
40,16,744830,6,103,0,0
43,15,1430816,5,150,0,1
30,3,719941,4,117,1,0
24,67,695241,11,198,1,1
32,37,480983,6,278,0,0
61,55,555486,2,104,1,0
44,38,1468983,4,9,0,1
43,63,1005672,1,112,0,0
50,1,784524,4,26,0,1
32,71,138441,6,98,0,0
53,19,1211903,14,256,0,1
62,52,462605,10,135,0,1
44,30,870629,9,225,0,1
22,55,199099,10,126,0,1
19,14,1225501,6,115,0,1
50,13,413179,8,289,0,1
33,27,472007,2,170,0,1
40,9,375634,7,211,0,1
55,41,630332,4,188,0,1
33,48,913941,6,264,0,1
31,12,652132,0,213,1,0
46,10,232278,0,88,0,0
43,6,440776,3,129,0,1
52,34,1309198,4,22,1,0
32,52,1404269,12,178,0,1
20,41,924125,9,19,0,1
40,6,184533,2,241,0,0
46,2,462163,5,239,0,0
51,15,343815,2,28,0,0
50,17,187165,4,244,0,1
58,16,1182913,10,119,0,1
58,28,1165636,12,31,1,1
40,10,866896,14,139,1,1
24,10,1060297,0,157,0,0
20,10,311213,2,59,0,1
49,28,568085,6,138,0,0
48,24,148993,2,211,0,0
35,19,703747,4,138,0,0
60,68,610956,6,110,1,0
24,56,1052303,12,250,0,1
58,67,469750,1,98,1,0
18,42,1087369,2,177,0,0
31,12,613147,3,0,1,0
69,18,891754,4,88,0,1
49,23,854719,11,112,0,1
23,6,1401966,8,282,0,1
56,53,270947,8,115,0,1
27,42,276221,3,31,1,0
24,66,1227945,13,261,0,1
43,30,904566,8,40,1,1
51,9,1418295,3,166,1,1
47,42,1499027,1,220,0,0
53,34,1242841,9,213,1,1
38,40,1315428,0,130,0,0
34,17,906244,6,47,0,1
50,29,668810,3,133,1,0
27,50,1236959,11,6,1,1
68,49,1435652,7,43,0,1
64,61,352020,7,85,1,0
59,46,318247,11,47,0,1
68,46,1197542,7,239,1,1
29,17,595911,5,151,0,0
33,66,1194156,8,257,0,1
58,5,1391364,13,43,0,1
49,54,271162,3,167,0,0
32,16,388343,4,274,1,0
44,7,769197,3,190,0,0
45,8,275231,4,151,0,1
34,38,636976,1,49,0,0
63,54,1052261,4,275,0,0
67,15,356738,9,94,0,1
19,50,1239216,7,241,0,1
53,56,590021,8,104,0,1
67,9,684827,6,259,0,1
24,8,872455,6,137,0,1
30,19,755423,13,182,0,1
32,51,1233308,5,56,1,0
42,57,1061285,1,239,0,0
40,68,1381979,9,104,0,1
39,31,1294607,11,64,0,1
43,3,853765,10,139,1,1
50,43,1310928,9,61,0,1
28,29,586676,12,151,0,1
27,10,537474,8,129,1,1
42,12,1405622,13,125,0,1
54,46,258539,4,211,0,1
65,30,903996,5,161,0,1
60,32,425402,0,204,1,0
55,47,203813,4,28,0,1
58,63,1082164,5,181,0,1
62,26,156682,9,50,0,1
41,3,627016,10,234,0,1
57,23,529252,1,13,1,0
63,50,1233190,6,57,1,0
50,36,765634,13,136,0,1
34,13,677755,3,127,0,1
41,29,1003041,4,36,1,0
54,38,1368408,2,267,0,1
19,5,486564,4,84,0,1
49,20,441574,11,209,0,1
41,14,126965,3,138,0,0
26,8,596368,11,26,0,1
21,48,785918,13,232,0,1
34,13,684095,9,170,0,1
34,24,938952,5,177,0,0
67,65,1270770,1,19,0,0
65,34,1110469,2,263,1,0
47,51,1035209,11,196,1,1
57,3,288151,14,63,0,1
28,58,1070404,9,43,0,1
38,55,1277911,0,243,1,0
38,42,1105286,6,11,1,1
35,21,669398,8,259,0,1
46,10,362677,1,295,0,0
41,57,1461690,6,256,0,0
27,25,1065806,14,234,0,1
62,56,1429445,2,246,0,0
34,38,1212943,4,140,0,0
35,61,1482950,5,180,1,1
59,47,694830,7,152,0,1
65,54,192534,3,43,0,0
37,46,464993,1,108,1,0
54,68,535644,2,97,0,0
62,4,877275,7,226,0,1
35,66,727499,6,80,1,1
34,43,1215347,5,217,0,0
26,62,274746,4,148,0,0
31,4,1387852,10,75,0,1
66,65,197519,4,79,0,0
46,62,582791,0,51,0,0
48,2,1375600,13,62,0,1
21,9,953113,5,83,0,0
35,57,1041308,12,254,1,1
37,45,1412195,8,58,1,1
64,18,1012536,7,7,0,1
60,48,570908,11,75,0,1
61,42,979923,9,77,0,1
26,41,1236175,14,123,0,1
30,58,1197020,0,11,1,0
32,42,287920,10,279,1,1
44,35,1497578,12,44,0,1
32,38,1344504,5,52,0,1
45,67,311540,2,180,0,0
54,41,537455,5,233,1,1
36,50,682183,8,185,0,1
43,45,162559,5,292,0,1
69,71,1041507,14,74,1,1
43,19,777861,7,197,1,1
42,17,393236,13,78,0,1
43,65,1360167,14,232,0,1
43,56,921036,5,167,0,0
63,41,449968,5,22,0,0
45,42,408904,14,229,0,1
66,6,106476,6,134,0,1
35,69,1015848,10,292,0,1
49,40,198138,12,37,0,1
20,41,1401609,9,231,1,1
19,9,1256196,10,167,0,1
50,8,1264646,3,284,0,1
59,44,1224074,12,102,1,1
36,58,128439,12,144,1,1
34,67,103400,7,242,0,1
61,13,1238552,14,147,0,1
50,19,343305,3,152,0,1
29,49,1015850,14,294,0,1
66,30,1173186,6,125,1,1
20,66,675644,0,191,0,0
60,59,1430448,11,82,0,1
66,53,583055,8,20,1,1
43,52,931694,9,287,1,1
52,31,1412348,8,283,0,1
25,15,699345,6,267,1,1
69,20,728337,7,120,0,1
53,5,684141,1,110,0,1
24,7,1444778,9,78,1,1
63,18,980848,13,84,0,1
63,56,1079898,13,79,0,1
53,45,1344726,11,150,0,1
33,28,1298618,14,243,1,1
41,50,1449611,9,217,1,1
18,2,936539,6,14,0,1
66,68,948385,0,100,0,0
42,24,862435,2,267,0,0
27,48,1112883,5,34,0,1
33,45,149108,4,282,0,0
33,58,872045,4,124,0,1
25,36,729575,8,223,0,1
46,2,647881,5,160,0,0
56,18,1498939,2,12,0,1
45,49,1036388,14,164,0,1
23,8,421130,1,257,1,0
33,58,877499,13,292,0,1
37,15,760667,8,113,0,1
33,17,991503,14,119,1,1
24,23,456858,9,68,0,1
58,66,553764,13,273,0,1
31,70,506798,3,47,0,0
60,27,420109,10,57,0,1
43,37,863807,4,77,0,1
43,49,339027,8,203,0,1
31,64,763385,4,224,1,0
24,34,537160,6,262,0,1
50,18,292259,1,102,0,0
43,64,1233300,1,108,0,0
62,44,336515,3,264,0,0
37,17,520506,7,55,0,1
20,59,599348,1,251,0,0
69,13,302811,9,299,0,1
21,52,894303,6,71,0,1
43,60,835558,12,140,1,1
28,42,202318,12,179,0,1
19,64,701269,0,202,0,0
31,66,211376,8,270,0,1
61,34,473502,9,109,1,1
47,71,234577,5,81,1,1
66,64,534694,10,83,1,1
29,33,1420218,0,256,1,0
43,12,868396,9,192,1,1
61,19,1466977,5,138,1,1
50,9,287130,13,220,0,1
30,17,1235571,4,188,0,0
31,50,717854,13,196,1,1
41,39,1264074,11,73,1,1
51,41,710884,4,197,1,0
61,10,316382,4,259,0,0
43,12,409061,3,198,1,0
38,15,592130,6,136,1,1
45,28,225154,14,174,0,1
65,4,1431650,12,132,0,1
53,36,703317,8,26,1,1
57,65,596547,12,256,0,1
19,47,1424358,3,50,0,0
59,39,1416444,1,143,0,0
26,38,1147182,1,235,0,0
40,44,165738,1,159,1,0
32,51,1247281,6,270,0,1
30,26,233099,3,153,0,0
40,36,1294455,3,36,0,0
34,69,1242538,0,216,1,0
65,1,163109,3,129,1,0
19,53,362322,5,75,0,0
37,6,1154393,1,287,1,0
37,37,593499,3,196,0,1
63,2,697009,10,216,0,1
20,69,750050,6,98,0,1
29,41,628272,12,284,1,1
57,51,1474816,8,229,0,1
19,47,973373,1,108,1,0
53,13,1093276,7,163,0,1
31,69,332359,13,115,0,1
33,66,829438,5,70,0,1
36,59,1120090,7,213,1,1
51,68,734202,1,52,0,0
61,59,524558,13,84,0,1
63,10,1156564,10,75,1,1
23,13,1142351,0,266,0,0
30,2,1180646,6,247,1,0
53,15,1246067,12,285,0,1
39,46,123659,8,78,0,1
35,57,700240,8,106,0,1
29,10,1407050,14,81,0,1
69,22,940210,1,201,0,0
47,8,198113,3,229,0,0
68,21,548929,12,226,0,1
57,22,1171312,0,19,0,1
24,45,1128311,10,267,0,1
49,40,825704,6,177,1,0
65,22,990624,1,139,0,0
36,30,1350921,3,79,0,0
23,62,1345147,11,181,0,1
37,45,1445846,1,73,0,0
44,35,751022,0,146,0,0
60,42,1402910,6,232,0,0
54,5,916084,5,141,0,0
65,27,629678,1,149,0,0
24,70,677780,13,131,0,1
22,62,542433,3,238,0,1
28,32,1339981,11,161,1,1
32,8,1232680,10,249,0,1
20,18,1014065,2,127,0,0
22,15,1106224,11,273,0,1
40,26,1076360,2,81,0,0
54,53,1354305,2,231,1,0
26,44,187743,10,30,1,1
32,32,379708,3,233,1,0
20,28,1407581,0,83,0,1
46,39,820375,0,41,1,0
23,32,373468,6,201,0,0
34,18,441373,4,250,0,1
43,70,1361107,2,84,0,1
38,11,1183176,8,182,0,1
25,32,358590,4,265,0,0
38,20,1142841,9,70,0,1
28,40,1322706,2,21,0,1
55,8,230047,8,75,0,1
25,35,1090177,0,268,0,0
59,69,635646,13,167,1,1
41,21,1219919,8,239,0,1
52,24,345258,13,50,1,1
31,17,1097899,4,82,1,0
31,18,1200844,5,89,0,1
27,12,934337,1,12,0,0
29,16,949100,7,156,0,1
55,4,253306,14,198,0,1
61,34,307687,2,153,1,0
63,46,563095,0,197,0,0
51,31,563380,6,223,1,1
58,25,188104,11,117,0,1
27,24,1438826,2,150,1,0
34,65,829877,3,243,0,0
34,25,1117108,14,74,1,1
20,28,593467,4,212,1,1
48,36,410541,0,274,0,0
68,6,805870,10,243,0,1
18,66,1066963,10,177,0,1
29,67,1117258,8,107,1,1
56,48,413419,6,290,0,1
21,70,771377,1,176,0,0
59,67,179372,12,173,0,1
30,48,1228298,0,92,0,0
51,65,1457908,13,99,0,1
59,44,655404,10,180,0,1
38,63,420882,1,158,0,0
39,46,906888,2,95,0,0
21,19,234706,11,231,0,1
35,64,489078,2,250,0,0
22,71,1169432,7,66,0,1
36,50,823355,4,236,0,1
19,63,857370,8,18,1,1
29,41,445270,2,286,0,0
34,7,1222713,5,287,0,1
27,9,955437,3,206,0,0
51,4,1042295,7,102,0,1
23,49,624636,11,158,0,1
25,6,898289,0,194,1,0
68,21,203053,3,50,0,1
28,15,275101,6,223,0,1
29,67,579130,8,201,1,1
26,66,1345186,12,91,0,1
19,56,346877,0,154,0,0
25,68,1436378,7,175,0,1
28,32,473142,1,109,0,0
53,66,442033,3,298,1,0
27,29,285070,3,222,0,1
38,66,1388039,13,178,0,1
37,34,225513,7,225,0,1
65,27,544747,10,74,0,1
25,60,748180,1,70,1,0
53,39,415560,6,208,0,0
46,44,1397159,2,102,1,0
59,36,1047871,8,40,0,1
29,19,248304,4,279,1,1
31,45,683336,13,29,0,1
65,21,1120844,11,242,0,1
67,23,297128,14,51,1,1
38,27,349336,7,56,0,1
39,19,645785,14,189,1,1
38,41,1000441,4,78,0,0
61,26,585679,0,195,0,0
67,28,1154834,8,196,1,1
47,64,418103,9,30,1,1
56,68,659190,10,29,1,1
37,51,137606,11,112,1,1
41,48,1465689,6,137,0,0
40,10,186465,3,221,0,1
24,39,582929,6,171,1,1
26,19,1018289,4,154,0,1
18,64,1484399,9,275,1,1
43,19,1238204,13,219,0,1
55,62,480929,8,275,0,1
55,13,113635,1,11,0,0
61,25,1161985,3,84,0,0
39,42,1328404,5,221,0,1
61,39,118541,10,48,0,1
27,30,1206598,4,179,1,0
23,5,169064,0,9,0,0
34,18,267399,8,260,0,1
68,21,1369702,8,185,1,1
67,50,1173522,2,228,1,0
55,6,1278198,3,157,0,0
41,50,1042060,3,272,1,0
68,66,599658,9,20,0,1
27,1,465589,7,15,1,1
25,57,1001841,5,282,1,1
38,30,477755,14,114,0,1
23,58,646063,1,5,1,0
38,52,1369225,3,297,1,0
56,37,1018339,0,258,0,0
41,48,528963,2,39,0,0
50,1,798645,3,275,0,0
35,19,1062388,7,231,0,1
45,46,114927,2,6,1,0
69,67,1284169,4,92,0,1
49,2,406230,0,20,0,0
29,56,1293928,12,10,1,1
65,17,163266,3,49,1,0
59,22,1130584,1,264,1,0
44,27,1310401,3,44,0,1
27,55,282600,4,284,0,0
63,32,1086499,2,270,0,0
69,60,719259,13,274,0,1
59,28,1307725,5,34,0,1
49,28,349307,11,140,1,1
59,25,822044,14,143,0,1
43,26,513218,1,244,0,0
42,71,1079524,4,192,0,1
28,17,410584,3,34,1,1
40,7,1056902,4,271,0,1
51,56,1339164,12,177,0,1
69,64,695754,8,269,0,1
57,20,1143090,5,150,0,1
40,38,965356,6,98,1,1
46,58,221411,13,28,0,1
48,16,643979,10,149,0,1
24,51,643489,7,207,1,0
57,27,1418141,14,261,0,1
50,51,729639,8,209,0,1
38,16,1031058,13,88,0,1
19,60,552044,4,236,0,0
35,40,550836,7,247,1,1
64,67,433268,1,257,0,0
50,2,713595,9,191,0,1
54,48,977792,8,95,0,1
51,52,344636,1,35,1,0
37,24,946677,12,95,1,1
52,2,994585,14,36,1,1
68,65,1387897,11,233,0,1
67,20,145562,4,101,1,1
35,34,259306,5,179,0,1
63,41,1496042,3,69,0,0
41,41,333708,7,106,1,1
25,23,508914,9,270,1,1
47,38,1370511,14,46,1,1
61,44,1427268,2,107,1,0
27,67,355644,10,68,1,1
40,62,689522,12,1,0,1
69,12,1166916,4,218,0,1
66,30,693684,1,44,0,0
28,65,1307513,2,232,0,0
19,41,331144,7,188,1,0
43,20,815127,10,121,1,1
53,6,302834,4,64,0,0
50,4,702542,13,148,1,1
64,10,734480,2,248,0,1
30,51,860285,4,66,1,0
57,38,1067438,8,58,1,1
42,1,1275234,2,114,0,1
21,8,1409040,11,115,0,1
59,63,288044,14,236,0,1
36,33,1436250,9,46,1,1
35,15,1338984,6,108,0,1
54,31,683291,7,273,0,0
47,21,1001839,4,112,0,1
36,3,1215762,2,32,0,1
40,66,1189229,10,279,1,1
33,35,492647,5,291,1,1
18,41,873621,12,161,0,1
29,59,1406002,11,89,0,1
41,16,1326680,2,50,0,1
51,56,677823,8,143,0,1
25,45,993270,1,103,0,0
35,59,1498993,12,169,0,1
65,50,356653,2,15,0,0
22,12,317418,6,132,0,0
43,12,915468,13,169,0,1
47,33,1491803,13,29,0,1
30,49,678044,9,159,0,1
36,21,717027,7,146,1,1
46,60,1010780,4,236,0,0
20,52,371449,4,174,1,1
43,54,567565,4,71,1,0
57,39,428580,3,126,0,0
29,49,365891,8,195,0,0
19,64,276096,5,184,0,0
28,26,805983,12,149,0,1
61,71,1433965,11,213,0,1
45,7,600038,12,93,0,1
35,62,558825,7,57,1,1
30,24,214938,7,218,0,1
54,40,1347681,4,218,0,0
39,47,552962,11,12,1,1
29,8,239559,8,282,1,1
19,54,1066953,1,139,0,1
54,9,981991,13,273,0,1
24,3,845773,7,118,0,1
43,54,669855,2,270,0,0
43,21,1344497,6,96,1,1
41,48,1403112,12,46,0,1
29,47,303125,8,151,0,1
33,68,865480,13,172,0,1
40,63,1408803,10,274,0,1
57,16,1264898,4,236,0,1
26,5,1269293,14,30,1,1
49,11,1124052,10,212,0,1
32,29,760975,7,271,0,1
54,70,897311,3,77,0,1
30,48,983923,14,278,1,1
22,15,283068,13,40,1,1
28,34,506294,0,145,1,0
27,60,628878,0,11,1,0
69,62,809460,5,247,1,1
30,2,1421630,7,228,0,1
58,19,1127935,9,178,0,1
63,49,1311624,1,159,0,0
67,28,1432294,10,220,0,1
32,48,581468,3,163,1,0
59,37,133430,2,167,0,0
24,49,1200815,12,218,0,1
57,48,940345,8,69,0,1
45,29,985404,2,259,0,0
49,60,455420,10,62,0,1
52,29,502693,7,245,0,1
32,58,1214272,13,49,0,1
65,48,275277,6,285,1,0
53,23,313009,0,233,0,0
38,27,290991,7,15,0,1
23,7,604679,8,3,1,1
18,49,1000004,7,281,0,1
21,54,864173,9,156,1,1
28,68,1260259,9,219,1,1
61,42,1436349,0,50,1,0
43,59,998868,14,41,1,1
54,44,937795,10,134,0,1
40,26,893501,12,273,0,1
46,23,1071789,10,258,0,1
38,8,204726,6,190,0,1
65,53,956495,12,255,0,1
62,14,381243,8,235,0,1
62,71,401577,13,275,1,1
66,7,139875,4,72,0,1
44,9,1360715,1,73,0,0
56,3,1015813,13,122,0,1
57,17,760492,7,69,1,1
30,44,719220,14,78,1,1
40,46,274311,8,247,0,1
33,58,685179,6,186,1,1
47,28,469110,11,140,0,1
21,14,455487,12,297,0,1
57,9,873380,4,43,0,1
33,26,1437916,7,246,0,1
48,2,312601,14,225,1,1
59,34,940281,5,66,0,1
42,19,1371142,11,275,0,1
61,39,1188089,3,252,1,1
29,13,335010,0,279,1,0
43,5,341943,5,178,0,1
54,50,270100,7,278,0,1
65,23,442625,2,128,0,0
50,29,1100609,11,114,0,1
45,26,188915,6,273,1,0
26,57,1011222,12,201,0,1
29,1,138877,11,116,1,1
22,28,648136,6,34,0,1
69,62,1133809,8,105,0,1
45,47,506885,0,248,1,0
52,59,1420595,4,151,0,0
22,31,442533,7,140,0,1
51,70,954393,12,294,1,1
63,49,722264,12,161,0,1
51,5,200091,2,146,0,0
30,31,1118392,4,255,0,0
56,37,1165128,13,90,0,1
59,15,1312930,0,217,1,0
62,52,1315851,8,138,1,1
65,69,1382477,3,176,0,0
31,11,839896,4,290,1,0
28,43,176105,2,75,0,0
59,70,977234,13,56,1,1
55,23,173301,1,27,1,0
21,40,518144,11,149,0,1
50,63,542126,13,198,1,1
24,2,1163255,6,163,0,1
58,47,1247997,10,181,0,1
25,30,1182749,4,239,0,0
54,16,1458585,10,241,1,1
68,59,138182,9,65,1,1
27,47,663397,13,170,0,1
60,30,510277,2,132,0,0
32,9,731334,14,80,0,1
55,65,1379618,1,164,0,1
32,59,689812,9,62,0,1
22,64,293180,5,50,0,1
46,8,965244,9,71,0,1
36,52,997004,5,42,0,1
68,18,786636,2,215,0,0
27,58,618344,14,190,0,1
29,49,426994,12,157,1,1
21,32,1105284,8,89,0,1
48,48,523817,0,103,0,0
35,45,1117069,2,50,0,0
33,54,150324,12,253,0,1
57,46,965858,0,106,1,0
53,31,609958,6,293,0,1
42,37,667140,1,235,0,0
40,16,1065411,10,104,1,1
29,46,252130,10,254,1,1
51,46,989932,11,19,1,1
53,61,1448072,3,71,0,0
54,46,1415741,3,116,0,0
20,51,909046,13,129,0,1
26,62,1469851,12,119,0,1
35,35,274022,7,212,0,1
60,42,274492,10,228,1,1
52,45,626919,3,182,0,0
51,68,468544,2,133,1,0
58,47,147674,9,230,1,1
31,30,1175420,11,245,1,1
21,24,1220412,2,251,0,0
46,66,1139540,4,224,0,0
58,43,891794,5,156,1,1
62,34,1418817,6,118,0,1
67,23,760959,12,93,0,1
32,61,846348,4,227,0,0
45,37,802733,6,185,1,1
59,13,1143876,3,184,0,1
33,71,104258,4,279,0,0
29,7,284343,5,229,1,0
69,42,1482896,8,264,1,1
22,38,379405,5,157,0,0
51,52,481317,9,76,0,1
59,44,675984,13,81,0,1
18,64,1317475,10,180,0,1
56,13,901573,0,195,1,0
49,28,1044256,11,59,1,1
43,1,1237660,10,150,1,1
34,43,193219,6,60,0,1
65,42,676968,13,134,1,1
44,50,643080,10,38,1,1
41,60,415244,12,252,1,1
52,1,224118,10,105,1,1
63,51,1347518,2,232,1,0
59,16,493983,5,169,0,1
56,39,1114684,1,216,1,0
43,15,913424,14,13,0,1
66,33,129570,13,15,0,1
55,53,1344345,11,218,1,1
40,17,308345,6,168,0,1
39,6,1109925,0,13,0,0
21,31,743859,12,242,1,1
66,69,186126,1,7,1,0
26,40,613852,8,282,1,1
21,30,467533,8,110,1,1
24,69,887176,6,39,1,1
40,7,323766,1,67,1,0
19,13,775918,4,122,0,1
66,4,289933,3,165,0,0
41,50,1442979,1,202,0,1
57,3,872604,1,127,0,0
48,12,514666,9,151,1,1
64,65,792289,7,145,0,1
48,27,882223,4,48,1,1
64,50,1485842,7,2,0,1
57,17,1017790,1,250,0,0
65,32,590726,1,76,0,0
68,51,798922,10,219,1,1
60,17,1350283,10,227,0,1
51,34,378531,2,117,0,0
41,35,1000797,10,266,1,1
66,24,122319,9,234,0,1
43,54,755771,7,167,0,1
33,18,998534,14,259,0,1
64,50,902136,7,192,0,1
30,46,1027613,2,183,1,0
32,48,560108,0,9,0,0
44,33,1353533,6,140,1,1
21,27,511200,3,21,0,1
33,1,1307108,2,192,1,1
47,59,746133,4,91,0,1
61,10,754605,11,96,0,1
47,25,1268823,5,140,0,1
53,57,762556,13,256,0,1
20,66,937966,0,37,1,0
39,15,1162125,11,246,0,1
66,28,1132344,11,255,0,1
39,13,109821,8,297,0,1
67,14,1184140,5,84,1,1
67,66,1155858,2,36,1,1
66,34,816506,0,184,1,0
29,25,305855,12,97,0,1
38,54,110771,8,29,0,1
21,12,423636,1,190,0,0
48,9,1061229,13,278,1,1
61,31,320354,9,200,1,1
48,53,112236,5,188,0,0
40,43,398065,5,257,0,0
37,38,386720,11,154,0,1
32,42,231238,2,227,1,0
40,48,245724,10,4,1,1
45,67,1104484,5,128,0,1
33,66,639521,13,73,1,1
54,16,364029,1,23,1,0
38,16,326972,7,278,0,1
32,31,311316,12,205,0,1
34,58,1247779,0,145,0,0
67,28,734047,5,88,0,0
54,4,1348596,13,21,0,1
30,10,242841,0,299,0,0
36,51,536363,8,43,0,1
47,18,730747,12,36,0,1
62,47,370280,12,6,0,1
35,32,958418,8,279,0,1
31,30,929431,5,168,0,1
53,36,189567,5,69,0,0
53,9,554497,8,212,0,1
37,36,959035,13,70,0,1
69,29,830585,4,206,0,0
36,16,992503,8,71,1,1
62,21,124272,4,179,0,1
61,64,496979,13,207,0,1
24,66,941280,13,176,1,1
61,59,1178651,3,194,0,1
21,28,1240661,1,238,0,1
51,55,784208,1,153,0,0
19,31,482314,14,153,0,1
22,33,327349,12,29,0,1
27,60,1167844,0,26,0,0
49,41,488031,9,239,1,1
59,46,1487043,13,242,0,1
58,49,741273,2,131,1,0
30,65,272692,0,178,1,0
56,42,701160,12,97,1,1
22,23,1096527,5,236,0,1
27,27,1450859,13,137,0,1
27,32,396181,10,117,1,1
55,3,178434,12,105,0,1
44,60,1297326,6,35,0,0
68,17,1133201,8,45,0,1
38,32,1060555,13,103,0,1
25,7,1166717,6,69,0,1
18,71,204882,3,206,0,0
45,69,1304212,13,220,0,1
66,58,1200132,3,88,0,0
56,40,578698,7,2,1,0
31,48,1045784,3,297,0,1
38,51,798142,0,230,0,0
47,57,1305943,8,117,0,1
38,71,944028,2,113,1,0
66,37,198236,13,201,0,1
26,55,999856,0,29,0,0
34,41,332144,8,246,0,1
22,20,345117,10,80,0,1
48,33,1486007,10,245,0,1
69,40,550169,13,183,1,1
57,34,567680,14,272,0,1
55,62,413224,12,32,0,1
60,19,820290,9,101,0,1
36,43,465861,13,276,0,1
53,69,1040716,9,110,1,1
67,63,1478446,4,205,1,1
50,10,821898,11,265,0,1
30,13,667170,14,214,1,1
31,5,123038,13,102,0,1
50,58,908883,8,294,0,1
46,59,1203928,2,77,0,0
60,59,1475028,5,174,0,1
66,15,1070358,10,51,0,1
53,1,220631,11,296,1,1
61,38,956395,10,174,0,1
27,53,1023060,11,198,0,1
48,52,1429492,6,87,1,1
23,1,259135,4,170,0,1
18,11,646997,11,36,1,1
24,58,1330500,7,122,0,1
44,40,1098359,9,200,0,1
38,60,887665,5,63,1,0
45,44,1437866,11,187,1,1
33,6,229205,5,214,0,1
63,28,1462170,12,242,0,1
40,31,274830,6,149,0,1
69,8,442469,7,123,0,1
37,5,299538,11,197,1,1
55,54,374518,12,35,0,1
42,17,150985,1,277,0,0
45,38,1435503,6,34,1,1
22,9,1453913,8,112,1,1
38,14,361204,12,174,0,1
35,26,1420762,0,32,0,0
64,62,159031,12,212,0,1
23,25,1191739,14,202,1,1
46,36,974788,11,253,0,1
36,33,458932,0,55,0,0
50,3,1019712,6,12,0,1
18,11,1385505,12,49,0,1
62,58,1162372,13,247,0,1
20,64,715250,4,232,0,0
59,18,618299,0,27,0,0
38,47,515886,13,103,0,1
52,44,386464,14,95,1,1
58,59,1430794,12,192,0,1
57,50,652219,0,124,0,0
20,69,381137,1,80,0,0
42,29,155330,10,6,0,1
62,67,526207,9,82,0,1
55,2,901435,8,23,0,1
62,25,802856,11,113,0,1
37,19,1163319,11,14,0,1
69,40,1272867,2,112,0,1
61,2,1172876,8,249,1,1
62,65,210888,5,144,0,1
51,62,1255394,12,18,0,1
38,54,1361359,9,8,1,1
65,45,171509,5,184,1,0
40,49,1158279,6,37,0,1
23,69,1363654,9,210,0,1
68,38,1344662,10,133,0,1
30,4,319888,7,101,0,1
66,17,533647,10,148,0,1
40,53,156436,14,92,0,1
26,53,383989,2,289,0,0
34,31,706065,7,139,0,1
19,22,135055,14,294,1,1
36,11,158812,5,261,0,1
36,34,194035,5,80,0,0
24,15,354948,10,31,1,1
59,10,462982,13,187,0,1
59,53,1290652,2,135,1,0
37,48,1050894,5,165,1,1
26,31,178121,10,146,0,1
34,37,237948,12,244,0,1
44,28,541320,7,182,0,1
64,31,572351,12,8,1,1
19,70,1168954,6,155,1,1
53,14,650856,9,175,0,1
36,16,357447,14,113,0,1
34,25,841584,9,242,0,1
22,39,1397534,6,166,0,1
56,66,207014,2,222,1,0
35,38,1103857,9,190,1,1
24,41,819710,13,274,0,1
34,40,1203637,2,288,0,0
56,64,699885,4,63,0,1
53,16,648689,11,281,0,1
57,59,1283458,4,172,1,0
62,11,1153478,8,256,1,1
21,1,611092,12,202,0,1
55,13,879555,8,76,0,1
42,30,1410142,9,102,1,1
22,69,971580,4,225,0,0
47,18,1460443,11,225,0,1
29,13,422743,13,226,0,1
21,32,1355847,4,95,0,0
41,71,1424687,5,75,0,0
46,50,795896,12,32,0,1
26,71,760495,12,81,0,1
21,31,1473085,7,68,0,1
68,51,448097,5,218,1,1
41,27,478471,13,119,0,1
31,60,203146,10,47,0,1
22,33,1375186,12,67,0,1
35,53,726619,12,84,0,1
59,33,655281,11,275,1,1
36,41,296868,13,255,0,1
29,19,752526,5,204,0,1
35,41,961095,8,232,0,1
34,42,871845,0,64,1,0
47,23,1265323,13,78,0,1
41,33,1388597,3,13,1,0
28,20,1414608,9,168,1,1
52,25,1476433,12,158,1,1
40,52,1418146,9,115,1,1
34,12,1218607,11,191,0,1
18,32,329645,1,182,0,0
32,33,896479,8,230,0,1
49,68,1297687,2,167,0,0
26,15,816456,9,14,0,1
32,51,1052805,10,192,1,1
45,6,538330,1,232,1,0
41,69,907798,7,262,0,1
52,69,513961,3,53,0,0
39,35,1060586,10,179,1,1
44,34,286342,1,3,1,0
36,63,766713,3,256,0,0
62,68,911512,6,239,0,1
29,18,118788,14,162,0,1
37,26,1052473,13,137,0,1
18,61,1072675,6,228,0,0
38,48,947065,0,101,1,0
66,31,489605,12,192,0,1
62,34,1444641,11,29,1,1
18,7,759521,11,294,1,1
27,7,1295151,0,246,0,0
64,47,609240,2,220,0,0
49,8,911414,1,171,0,0
56,1,955446,2,159,0,0
39,3,1335558,3,171,0,1
35,53,258244,13,62,0,1
65,38,744344,6,60,1,1
63,51,437840,1,64,0,0
49,15,288876,6,168,0,1
44,67,570683,14,80,0,1
